Título,Colecciones,Descripción,Estado audiovisual,Fecha,ID,Localidad,Lugar específico,Miniatura,País,Provincia,Slogan,URL,Verificado,Video,Videoxxx
Recepción en el Palacio El Pardo,Viajes al exterior,,🔍 Buscar video,10/02/2009,CFK-20090210-01,Madrid,Palacio Real de El Pardo,,España,,,,No,,
Conferencia conjunta con Lula da Silva,Visitas de mandatarios extranjeros,,🔍 Buscar video,23/04/2009,CFK-20090423-02,,Casa de Gobierno - Salón de los Pueblos Originarios,,Argentina,Capital Federal,,,No,,
Conferencia de prensa en Beijing,Conferencias de prensa y entrevistas,,🔍 Buscar video,13/07/2010,CFK-20100713-02,Beijing,,,China,,,,No,,
Declaraciones a los medios luego almuerzo en honor primer ministro de Vietnam,Conferencias de prensa y entrevistas,,🔍 Buscar video,16/04/2010,CFK-20100416-02,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
Conferencia de Prensa tras las elecciones,Conferencias de prensa y entrevistas,,🔍 Buscar video,29/06/2009,CFK-20090629-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Declaraciones en Estoril,Conferencias de prensa y entrevistas,,🔍 Buscar video,30/11/2009,CFK-20091130-04,Estoril,,,Portugal,,,,No,,
Almuerzo en honor del presidente del Estado de Israel,Visitas de mandatarios extranjeros,,🔍 Buscar video,16/11/2009,CFK-20091116-02,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
Entrega de viviendas en Berazategui,,,🔍 Buscar video,03/09/2009,CFK-20090903-01,Berazategui,,,Argentina,Buenos Aires,,,No,,
Discurso en Casa de Gobierno,,,🔍 Buscar video,12/01/2010,CFK-20100112-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Anuncio de las medidas para los afectados por la erupción del volcán Puyehue,,,🎥 Video disponible,04/07/2011,CFK-20110704-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110704-01.mp4""",
"Visita a Lobería, Buenos Aires",,,🔍 Buscar video,12/02/2010,CFK-20100212-01,Lobería,,,Argentina,Buenos Aires,,,No,,
Clausura del encuentro entre empresarios argentinos y brasileños y cierre de la “Semana argentina en San Pablo”,Viajes al exterior,,🔍 Buscar video,20/03/2009,CFK-20090320-01,San Pablo,,,Brasil,,,,No,,
Reunión con el presidente de la República de Chile,Visitas de mandatarios extranjeros,,🔍 Buscar video,08/04/2010,CFK-20100408-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Visita a la planta de General Motors,,,🔍 Buscar video,27/10/2009,CFK-20091027-01,Alvear,,,Argentina,Santa Fe,,,No,,
Acto por el 166º aniversario de la Vuelta de Obligado,Día de la Soberanía Nacional,,🎥 Video disponible,18/11/2011,CFK-20111118-01,San Pedro,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111118-01.mp4""",
"Lanzamiento del Programa de Radarización Escudo Norte ",,,🎥 Video disponible,20/07/2011,CFK-20110720-01,,,,Argentina,Santiago del Estero,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110720-01.mp4""",
Entrega de los Premios Sadosky 2009,,,🔍 Buscar video,25/11/2009,CFK-20091125-05,,,,Argentina,Capital Federal,,,No,,
Saludo por el día del periodista,,,🔍 Buscar video,10/06/2009,CFK-20090610-01,,Casa de Gobierno - Sala de Periodistas,,Argentina,Capital Federal,,,No,,
Declaraciones a los medios durante la visita a La Matanza,Conferencias de prensa y entrevistas,,🔍 Buscar video,25/01/2010,CFK-20100125-01,La Matanza,,,Argentina,Buenos Aires,,,No,,
Inauguración del centro de deportes Diego Armando Maradona,Deporte,,🔍 Buscar video,20/06/2009,CFK-20090620-02,Ezeiza,,,Argentina,Buenos Aires,,,No,,
Anuncios de obra pública para La Pampa,,,🔍 Buscar video,21/04/2009,CFK-20090421-01,,,,Argentina,La Pampa,,,No,,
Inauguración del segundo mural de Evita,Evita,,🎥 Video disponible,24/08/2011,CFK-20110824-01,,Casa de Gobierno - Salón de los Patriotas Latinoamericanos,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110824-01.mp4""",
Aniversario de la Cámara de la Construcción,,,🎥 Video disponible,23/11/2010,CFK-20101123-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101123-01.mp4""",
27° Asamblea Latinoamericana de Federación de Molineros,Conferencias y disertaciones,,🔍 Buscar video,09/11/2009,CFK-20091109-01,,,,Argentina,Capital Federal,,,No,,
"Inauguración de pavimentación de la Avenida Lynch, en Avellaneda",,,🎥 Video disponible,23/08/2011,CFK-20110823-01,Avellaneda,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110823-01.mp4""",
Inauguración de instalaciones de la empresa SAP,,,🔍 Buscar video,21/07/2010,CFK-20100721-03,Vicente López,,,Argentina,Buenos Aires,,,No,,
"Visita a Almirante Brown, Buenos Aires",,,🔍 Buscar video,24/02/2009,CFK-20090224-02,Almirante Brown,,,Argentina,Buenos Aires,,,No,,
Presentación de las metas previstas para el año 2020 en el Plan Estratégico Agroalimentario y Agroindustrial,,,🎥 Video disponible,05/09/2011,CFK-20110905-02,Vicente López,Tecnópolis,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110905-02.mp4""",
" Visita a la fábrica Santa Isabel, Córdoba",,,🎥 Video disponible,02/11/2010,CFK-20101102-01,Córdoba,,,Argentina,Córdoba,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101102-01.mp4""",
"Recorrido por la curtiembre de Chilecito, La Rioja",,,🔍 Buscar video,22/12/2008,CFK-20081222-01,Chilecito,,,Argentina,La Rioja,,,No,,
Inauguración del Salón Mujeres Argentinas del Bicentenario,Inauguraciones de salas y salones en Casa de Gobierno,,🔍 Buscar video,06/03/2009,CFK-20090306-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Entrega del premio Maestro Ilustre 2009,,,🔍 Buscar video,11/09/2009,CFK-20090911-01,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
Inauguración del Mural de Siqueiros,Inauguraciones de salas y salones en Casa de Gobierno,,🎥 Video disponible,03/12/2010,CFK-20101203-02,,Casa de Gobierno - Museo del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101203-02.mp4""",
"Visita La Matanza, Buenos Aires",,,🔍 Buscar video,24/08/2009,CFK-20090824-01,La Matanza,,,Argentina,Buenos Aires,,,No,,
Presentación de los nuevos aviones EMBRAER para Aerolíneas Argentinas,Aerolíneas Argentinas,,🔍 Buscar video,20/09/2010,CFK-20100920-03,,,,Argentina,Capital Federal,,,No,,
Llenado de la represa Los Caracoles,,,🔍 Buscar video,10/10/2008,CFK-20081010-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
"Entrega de viviendas en José C. Paz, Buenos Aires",,,🔍 Buscar video,11/06/2009,CFK-20090611-02,José C. Paz,,,Argentina,Buenos Aires,,,No,,
Seminario oportunidades de negocios en Qatar,Viajes al exterior,,🎥 Video disponible,18/01/2011,CFK-20110118-01,Doha,,,Qatar,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110118-01.mp4""",
Encuentro con integrantes de la comunidad científica argentina residentes en Alemania,Viajes al exterior,,🎥 Video disponible,06/10/2010,CFK-20101006-01,Berlín,,,Alemania,,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101006-01.mp4""",
Visita a la planta de Volkswagen en General Pacheco,,,🔍 Buscar video,21/12/2009,CFK-20091221-02,Tigre,,,Argentina,Buenos Aires,,,No,,
Plan Federal de Finalización de Estudios Secundarios,,,🎥 Video disponible,15/10/2010,CFK-20101015-02,,Casa de Gobierno - Salón de los Patriotas Latinoamericanos,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101015-02.mp4""",
"Palabras en la cena ofrecida en su honor en Ankara, Turquía",Viajes al exterior,,🎥 Video disponible,20/01/2011,CFK-20110120-01,Ankara,,,Turquía,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110120-01.mp4""",
"Visita a Catriel, provincia de Río Negro",,,🔍 Buscar video,06/09/2010,CFK-20100906-01,Catriel,,,Argentina,Río Negro,,,No,,
Inauguración del Museo del Hielo,,,🎥 Video disponible,15/02/2011,CFK-20110215-02,El Calafate,Museo del Hielo,,Argentina,Santa Cruz,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110215-02.mp4""",
Inauguración y entrega de viviendas en Villa Lugano,,,🎥 Video disponible,10/02/2011,CFK-20110210-01,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110210-01.mp4""",
Acto de conmemoración de los 30 años de la mediación papal que evito el conflicto armado por la soberanía sobre el canal de Beagle,Viajes al exterior,,🔍 Buscar video,05/12/2008,CFK-20081205-01,Monte Aymond,,,Chile,,,,No,,
Acto de firma de convenio con la industria harinera,,,🔍 Buscar video,13/01/2010,CFK-20100113-03,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Toma de juramento a egresados del ISEN,,,🎥 Video disponible,01/02/2011,CFK-20110201-02,,Palacio San Martín,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110201-02.mp4""",
Acto en el Centro Administrativo Provincial de La Rioja,,,🔍 Buscar video,19/12/2008,CFK-20081219-01,La Rioja,,,Argentina,La Rioja,,,No,,
"Inauguración del ramal ferroviario Lincoln-Realicó ",,,🎥 Video disponible,26/08/2011,CFK-20110826-01,Lincoln,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110826-01.mp4""",
Encuentro entre empresarios argentinos e italianos en Roma,Viajes al exterior,,🎥 Video disponible,01/06/2011,CFK-20110601-01,Roma,,,Italia,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110601-01.mp4""",
Anuncio de beneficios a jubilados y embarazadas,,,🎥 Video disponible,18/04/2011,CFK-20110418-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110418-01.mp4""",
Día de la Industria en San Martín,Día de la industria,,🔍 Buscar video,02/09/2010,CFK-20100902-02,San Martín,,,Argentina,Buenos Aires,,,No,,
Firma acuerdo marco del trigo,,,🔍 Buscar video,04/05/2009,CFK-20090504-02,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Entrega de escrituras y netbooks en Lanús,,,🎥 Video disponible,09/09/2011,CFK-20110909-01,Lanús,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110909-01.mp4""",
Inauguración de la ampliación de la planta de AFISA,,,🔍 Buscar video,23/04/2010,CFK-20100423-01,Porteña,,,Argentina,Córdoba,,,No,,
Saludo de la Presidenta a la Selección Juvenil de Rugby,Deporte,,🔍 Buscar video,23/06/2010,CFK-20100623-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Declaraciones en Chivilcoy,Conferencias de prensa y entrevistas,,🔍 Buscar video,22/10/2010,CFK-20101022-02,Chivilcoy,,,Argentina,Buenos Aires,,,No,,
Aniversario 156 de la Bolsa de Comercio de Buenos Aires,,,🔍 Buscar video,27/07/2010,CFK-20100727-02,,Bolsa de Comercio de Buenos Aires,,Argentina,Capital Federal,,,No,,
"Inauguración del hospital materno infantil Doctor Alberto Balestrini, en La Matanza",,,🎥 Video disponible,07/10/2011,CFK-20111007-01,La Matanza,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111007-01.mp4""",
"Visita a Moreno, provincia de Buenos Aires",,,🎥 Video disponible,14/10/2010,CFK-20101014-01,Moreno,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101014-01.mp4""",
Anuncio de medidas de estímulo para el sector rural,,,🎥 Video disponible,16/11/2011,CFK-20111116-01,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111116-01.mp4""",
Conferencia de prensa,Conferencias de prensa y entrevistas,,🔍 Buscar video,03/02/2010,CFK-20100203-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Apertura de la Cumbre en Portugal,Cumbre Iberoamericana,,🔍 Buscar video,30/11/2009,CFK-20091130-05,Estoril,,,Portugal,,,,No,,
"Presentación del Programa Argentina trabaja, enseña y aprende",,,🎥 Video disponible,21/10/2010,CFK-20101021-02,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101021-02.mp4""",
50 aniversario de Berazategui,,,🎥 Video disponible,04/11/2010,CFK-20101104-01,Berazategui,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101104-01.mp4""",
"Visita a Olta, La Rioja",,,🔍 Buscar video,17/06/2010,CFK-20100617-01,Olta,,,Argentina,La Rioja,,,No,,
Entrega de las primeras tarjetas de asignación universal por hijo,,,🔍 Buscar video,03/12/2009,CFK-20091203-02,La Matanza,,,Argentina,Buenos Aires,,,No,,
Inauguración del Parque Municipal de Villa Albertina,,,🔍 Buscar video,26/01/2010,CFK-20100126-01,Lomas de Zamora,,,Argentina,Buenos Aires,,,No,,
Almuerzo en honor de Mahmud Abbas,Visitas de mandatarios extranjeros,,🔍 Buscar video,23/11/2009,CFK-20091123-03,,Palacio San Martín,,Argentina,Capital Federal,,,No,,
Declaraciones al finalizar la Cumbre en los Estados Unidos,Conferencias de prensa y entrevistas,,🔍 Buscar video,13/04/2010,CFK-20100413-01,Washington,,,Estados Unidos,,,,No,,
Declaraciones tras la audiencia con Bill Clinton,Conferencias de prensa y entrevistas,,🔍 Buscar video,07/06/2010,CFK-20100607-05,,Casa de Gobierno,,Argentina,Capital Federal,,,No,,
30 años de la visita de la Comisión Interamericana de Derechos Humanos a la Argentina,,,🔍 Buscar video,11/09/2009,CFK-20090911-02,,Ex ESMA,,Argentina,Capital Federal,,,No,,
Conferencia de prensa ofrecida junto a Hugo Chávez,Conferencias de prensa y entrevistas,,🔍 Buscar video,15/05/2009,CFK-20090515-01,,Casa de Gobierno - Salón Sur,,Argentina,Capital Federal,,,No,,
Declaraciones a los medios en La Rioja,Conferencias de prensa y entrevistas,,🔍 Buscar video,04/08/2010,CFK-20100804-04,Famatina,,,Argentina,La Rioja,,,No,,
Presentación del programa energía eléctrica con fuentes renovables,,,🔍 Buscar video,30/06/2010,CFK-20100630-03,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Presentación de la oferta de la canasta navideña,,,🎥 Video disponible,14/12/2010,CFK-20101214-03,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101214-03.mp4""",
Almuerzo en honor en su visita a México,Viajes al exterior,,🎥 Video disponible,30/05/2011,CFK-20110530-01,,,,México,,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20110530-01.mp4""",
"Declaraciones a la prensa en Lomas de Zamora, Buenos Aires",Conferencias de prensa y entrevistas,,🔍 Buscar video,26/01/2010,CFK-20100126-02,Lomas de Zamora,,,Argentina,Buenos Aires,,,No,,
Almuerzo con empresarios de pequeñas y medianas empresa en Olivos,,,🔍 Buscar video,25/03/2010,CFK-20100325-01,,Residencia Presidencial de Olivos,,Argentina,Buenos Aires,,,No,,
Visita al partido de Lanús,,,🔍 Buscar video,05/05/2010,CFK-20100505-01,Lanús,,,Argentina,Buenos Aires,,,No,,
Visita a las obras de la Catedral de Mar del Plata,,,🔍 Buscar video,02/09/2009,CFK-20090902-03,Mar del Plata,Catedral de Mar del Plata,,Argentina,Buenos Aires,,,No,,
Visita a la provincia de Córdoba,,,🔍 Buscar video,06/04/2011,CFK-20110604-01,Córdoba,,,Argentina,Córdoba,,,No,,
Lanzamiento del Plan Nacional Casa Propia del Banco Nación,,,🔍 Buscar video,15/04/2010,CFK-20100415-01,,,,Argentina,Capital Federal,,,No,,
Apertura de ofertas para la generación de energía eléctrica a través fuentes renovables,,,🔍 Buscar video,14/12/2009,CFK-20091214-01,,Casa de Gobierno - Salón de los Científicos,,Argentina,Capital Federal,,,No,,
Inauguración de obras en Aeroparque Metropolitano,,,🎥 Video disponible,30/11/2010,CFK-20101130-02,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101130-02.mp4""",
Cena en honor a los asistente a la cumbre del Mercosur en San Juan,MERCOSUR,,🔍 Buscar video,02/08/2010,CFK-20100802-02,San Juan,,,Argentina,San Juan,,,No,,
Entrega Premio Nacional de la Calidad,,,🔍 Buscar video,21/10/2009,CFK-20091021-02,,Casa de Gobierno - Salón de las Mujeres Argentinas del Bicentenario,,Argentina,Capital Federal,,,No,,
Feria Mundial de Municipios y Salud,,,🔍 Buscar video,18/08/2009,CFK-20090818-01,,,,Argentina,Capital Federal,,,No,,
Presentación del Proyecto de Ley “Servicios de comunicación audiovisual”,,,🔍 Buscar video,18/03/2009,CFK-20090318-03,La Plata,Teatro Argentino de La Plata,,Argentina,Buenos Aires,,,No,,
Inauguración de la Universidad Aeroportuaria de Ezeiza,,,🎥 Video disponible,08/11/2011,CFK-20111108-01,Ezeiza,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010-11\CFK-20111108-01.mp4""",
Inauguración de la Escalera Carpani y el Salón de los Pintores y Pinturas Argentinas,Inauguraciones de salas y salones en Casa de Gobierno,,🔍 Buscar video,08/04/2011,CFK-20110408-01,,Casa de Gobierno - Salón de los Pintores y Pinturas Argentinas,,Argentina,Capital Federal,,,No,,
Cena ofrecida en honor a la presidenta en Chile,Viajes al exterior,,🔍 Buscar video,05/12/2008,CFK-20081205-02,Punta Arenas,,,Chile,,,,No,,
"Declaraciones a la prensa en Mar del Plata, Buenos Aires",Conferencias de prensa y entrevistas,,🔍 Buscar video,04/12/2009,CFK-20091204-03,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Declaraciones a la prensa en Rosario,Conferencias de prensa y entrevistas,,🔍 Buscar video,04/06/2009,CFK-20090604-01,Rosario,,,Argentina,Santa Fe,,,No,,
Conferencia de prensa en uno de los recesos de la Reunión del G-20,Conferencias de prensa y entrevistas,,🔍 Buscar video,27/06/2010,CFK-20100627-01,Toronto,,,Canadá,,,,No,,
Declaraciones en intervalo de III Foro de la Alianza Civilizaciones,Conferencias de prensa y entrevistas,,🔍 Buscar video,28/05/2010,CFK-20100528-05,Rìo de Janeiro,,,Brasil,,,,No,,
Palabras de agradecimiento al recibir la medalla Ceres,,,🔍 Buscar video,04/12/2010,CFK-20101204-03,Mar del Plata,,,Argentina,Buenos Aires,,,No,,
Cena Anual de la AMIA,,,🎥 Video disponible,13/10/2010,CFK-20101013-02,,,,Argentina,Capital Federal,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101013-02.mp4""",
Inauguración de obras en Morón,,,🔍 Buscar video,21/09/2010,CFK-20100921-01,Morón,,,Argentina,Buenos Aires,,,No,,
"Centenario del Dique Ballester, en Neuquén y Río Negro",,,🔍 Buscar video,19/03/2010,CFK-20100319-01,,,,Argentina,Neuquén,,,No,,
Visita a las cooperativas del programa Argentina Trabaja en Avellaneda,,,🔍 Buscar video,08/01/2010,CFK-20100108-01,Avellaneda,,,Argentina,Buenos Aires,,,No,,
Visita al departamento de San Pedro,,,🔍 Buscar video,09/09/2009,CFK-20090909-01,San Pedro,,,Argentina,Misiones,,,No,,
"Almuerzo sobre oportunidades de negocios, comercio e inversiones",Viajes al exterior,,🔍 Buscar video,13/07/2010,CFK-20100713-01,Beijing,,,China,,,,No,,
Almuerzo de honor ofrecido por la Presidenta de Brasil,Viajes al exterior,,🔍 Buscar video,29/07/2011,CFK-20110729-03,Brasilia,,,Brasil,,,,No,,
Declaraciones a los medios en Almirante Brown,Conferencias de prensa y entrevistas,,🔍 Buscar video,18/02/2010,CFK-20100218-01,Almirante Brown,,,Argentina,Buenos Aires,,,No,,
Inauguración del centro de atención UPA en Lomas de Zamora,,,🎥 Video disponible,02/12/2010,CFK-20101202-01,Lomas de Zamora,,,Argentina,Buenos Aires,,,No,"""D:\Nueva carpeta\OneDrive\2010\CFK-20101202-01.mp4""",
Inauguración de las nuevas instalaciones de la escuela nacional de náutica,,,🔍 Buscar video,09/10/2008,CFK-20081009-03,,,,Argentina,Capital Federal,,,No,,
